wp,fresh_mass_g,extra_mass_g,dry_mass_g,var,obs,leaf_area_cm2,rep,time
14.7,3.4404,0.9735,1.0466,lego,6,76.026,5,April
16.2,3.3931,0.9735,1.0466,lego,7,76.026,5,April
19,3.2837,0.9735,1.0466,lego,8,76.026,5,April
21.8,3.1747,0.9735,1.0466,lego,9,76.026,5,April
25.8,3.0451,0.9735,1.0466,lego,10,76.026,5,April
28.2,3.0356,0.9735,1.0466,lego,11,76.026,5,April
29.6,2.98,0.9735,1.0466,lego,12,76.026,5,April
33.2,2.9132,0.9735,1.0466,lego,13,76.026,5,April
1.9,2.2433,0.9824,0.5035,lego,1,37.762,6,April
3.2,2.2013,0.9824,0.5035,lego,2,37.762,6,April
6.4,2.1809,0.9824,0.5035,lego,3,37.762,6,April
9.2,2.1641,0.9824,0.5035,lego,4,37.762,6,April
12.5,2.1427,0.9824,0.5035,lego,5,37.762,6,April
14.7,2.1226,0.9824,0.5035,lego,6,37.762,6,April
16,2.1043,0.9824,0.5035,lego,7,37.762,6,April
18.4,2.0608,0.9824,0.5035,lego,8,37.762,6,April
20.3,2.0197,0.9824,0.5035,lego,9,37.762,6,April
21.8,1.9752,0.9824,0.5035,lego,10,37.762,6,April
25.1,1.9693,0.9824,0.5035,lego,11,37.762,6,April
26.6,1.9424,0.9824,0.5035,lego,12,37.762,6,April
28,1.9215,0.9824,0.5035,lego,13,37.762,6,April
33.6,1.8753,0.9824,0.5035,lego,14,37.762,6,April
1.4,2.2571,0.9811,0.4738,maish,1,34.539,1,April
4.3,2.2507,0.9811,0.4738,maish,2,34.539,1,April
6.8,2.2413,0.9811,0.4738,maish,3,34.539,1,April
10.9,2.2279,0.9811,0.4738,maish,4,34.539,1,April
14.2,2.2128,0.9811,0.4738,maish,5,34.539,1,April
16.2,2.1904,0.9811,0.4738,maish,6,34.539,1,April
18.1,2.1586,0.9811,0.4738,maish,7,34.539,1,April
20.4,2.1206,0.9811,0.4738,maish,8,34.539,1,April
22.5,2.0887,0.9811,0.4738,maish,9,34.539,1,April
27.8,1.9801,0.9811,0.4738,maish,10,34.539,1,April
35.1,1.8445,0.9811,0.4738,maish,11,34.539,1,April
1.5,1.7805,0.9809,0.3196,maish,1,27.427,2,April
3.6,1.7777,0.9809,0.3196,maish,2,27.427,2,April
6.5,1.7717,0.9809,0.3196,maish,3,27.427,2,April
12.5,1.7593,0.9809,0.3196,maish,4,27.427,2,April
15.9,1.7474,0.9809,0.3196,maish,5,27.427,2,April
17.9,1.7342,0.9809,0.3196,maish,6,27.427,2,April
19,1.721,0.9809,0.3196,maish,7,27.427,2,April
21.5,1.6978,0.9809,0.3196,maish,8,27.427,2,April
24.5,1.6606,0.9809,0.3196,maish,9,27.427,2,April
28.1,1.6068,0.9809,0.3196,maish,10,27.427,2,April
29.2,1.5849,0.9809,0.3196,maish,11,27.427,2,April
36.2,1.5375,0.9809,0.3196,maish,12,27.427,2,April
1.4,2.2274,0.9821,0.4361,maish,1,32.895,4,April
3.3,2.2223,0.9821,0.4361,maish,2,32.895,4,April
5.3,2.2172,0.9821,0.4361,maish,3,32.895,4,April
7.7,2.2039,0.9821,0.4361,maish,4,32.895,4,April
11.3,2.1905,0.9821,0.4361,maish,5,32.895,4,April
14,2.1683,0.9821,0.4361,maish,6,32.895,4,April
16.5,2.1386,0.9821,0.4361,maish,7,32.895,4,April
18.8,2.0962,0.9821,0.4361,maish,8,32.895,4,April
23.1,2.015,0.9821,0.4361,maish,9,32.895,4,April
25.3,1.9242,0.9821,0.4361,maish,10,32.895,4,April
26.1,1.8851,0.9821,0.4361,maish,11,32.895,4,April
29.2,1.8284,0.9821,0.4361,maish,12,32.895,4,April
30.8,1.8078,0.9821,0.4361,maish,13,32.895,4,April
38.7,1.7161,0.9821,0.4361,maish,14,32.895,4,April
1.6,2.2895,0.9751,0.4709,maish,1,45.009,5,April
4,2.2677,0.9751,0.4709,maish,2,45.009,5,April
6.9,2.2536,0.9751,0.4709,maish,3,45.009,5,April
10.8,2.2385,0.9751,0.4709,maish,4,45.009,5,April
13.8,2.2228,0.9751,0.4709,maish,5,45.009,5,April
15.5,2.2026,0.9751,0.4709,maish,6,45.009,5,April
22.3,1.997,0.9751,0.4709,maish,7,45.009,5,April
27.8,1.9187,0.9751,0.4709,maish,8,45.009,5,April
36.2,1.7892,0.9751,0.4709,maish,9,45.009,5,April
1.6,3.0974,0.9834,0.8008,maish,1,54.634,6,April
3.3,3.0866,0.9834,0.8008,maish,2,54.634,6,April
7.3,3.0653,0.9834,0.8008,maish,3,54.634,6,April
9.4,3.0498,0.9834,0.8008,maish,4,54.634,6,April
12.7,3.0231,0.9834,0.8008,maish,5,54.634,6,April
14.9,2.9909,0.9834,0.8008,maish,6,54.634,6,April
19.3,2.9179,0.9834,0.8008,maish,7,54.634,6,April
21.7,2.8278,0.9834,0.8008,maish,8,54.634,6,April
26.9,2.6742,0.9834,0.8008,maish,9,54.634,6,April
33.4,2.4193,0.9834,0.8008,maish,10,54.634,6,April
41.3,2.1635,0.9834,0.8008,maish,11,54.634,6,April
0.8,1.6447,0.9904,0.2987,pear,1,,1,June
4.7,1.6387,0.9904,0.2987,pear,2,,1,June
9.3,1.6354,0.9904,0.2987,pear,3,,1,June
12.8,1.6307,0.9904,0.2987,pear,4,,1,June
16.6,1.6259,0.9904,0.2987,pear,5,,1,June
20,1.6225,0.9904,0.2987,pear,6,,1,June
24.9,1.6165,0.9904,0.2987,pear,7,,1,June
29.4,1.609,0.9904,0.2987,pear,8,,1,June
38.3,1.5944,0.9904,0.2987,pear,9,,1,June
43.2,1.5862,0.9904,0.2987,pear,10,,1,June
51.5,1.5719,0.9904,0.2987,pear,11,,1,June
1,1.7852,0.9533,0.35,pear,1,,2,June
3.1,1.7761,0.9533,0.35,pear,2,,2,June
6.5,1.7696,0.9533,0.35,pear,3,,2,June
10.8,1.7638,0.9533,0.35,pear,4,,2,June
12,1.7591,0.9533,0.35,pear,5,,2,June
18.9,1.7486,0.9533,0.35,pear,6,,2,June
21.2,1.7412,0.9533,0.35,pear,7,,2,June
29.5,1.7312,0.9533,0.35,pear,8,,2,June
35.6,1.7055,0.9533,0.35,pear,9,,2,June
39.4,1.6965,0.9533,0.35,pear,10,,2,June
44.6,1.6877,0.9533,0.35,pear,11,,2,June
52.4,1.6797,0.9533,0.35,pear,12,,2,June
,1.912,0.9374,0.4317,pear,1,,3,June
5.5,1.9,0.9374,0.4317,pear,2,,3,June
12,1.8897,0.9374,0.4317,pear,3,,3,June
14.6,1.8817,0.9374,0.4317,pear,4,,3,June
23.3,1.8659,0.9374,0.4317,pear,5,,3,June
25.2,1.861,0.9374,0.4317,pear,6,,3,June
28.6,1.8518,0.9374,0.4317,pear,7,,3,June
33.2,1.8418,0.9374,0.4317,pear,8,,3,June
39,1.8274,0.9374,0.4317,pear,9,,3,June
43.3,1.8166,0.9374,0.4317,pear,10,,3,June
,2.328,0.9692,0.6053,pear,1,,4,June
9,2.2786,0.9692,0.6053,pear,2,,4,June
17.5,2.255,0.9692,0.6053,pear,3,,4,June
19,2.2502,0.9692,0.6053,pear,4,,4,June
20.9,2.2399,0.9692,0.6053,pear,5,,4,June
25.5,2.2272,0.9692,0.6053,pear,6,,4,June
28.8,2.2175,0.9692,0.6053,pear,7,,4,June
31.5,2.2042,0.9692,0.6053,pear,8,,4,June
34.8,2.1904,0.9692,0.6053,pear,9,,4,June
,2.1802,0.9692,0.6053,pear,10,,4,June
,2.1742,0.9692,0.6053,pear,11,,4,June
,2.3124,0.9815,0.583,pear,1,,11,June
5.2,2.2957,0.9815,0.583,pear,2,,11,June
12,2.2808,0.9815,0.583,pear,3,,11,June
15.5,2.2683,0.9815,0.583,pear,4,,11,June
17.1,2.2626,0.9815,0.583,pear,5,,11,June
21.6,2.2494,0.9815,0.583,pear,6,,11,June
28.2,2.227,0.9815,0.583,pear,7,,11,June
32.2,2.2089,0.9815,0.583,pear,8,,11,June
35.9,2.1932,0.9815,0.583,pear,9,,11,June
41.9,2.1649,0.9815,0.583,pear,10,,11,June
4.6,1.9918,0.9851,0.5,pear,1,,5,June
11.3,1.9726,0.9851,0.5,pear,2,,5,June
13.6,1.9705,0.9851,0.5,pear,3,,5,June
15.8,1.9653,0.9851,0.5,pear,4,,5,June
18.6,1.9603,0.9851,0.5,pear,5,,5,June
20.3,1.9573,0.9851,0.5,pear,6,,5,June
23,1.95,0.9851,0.5,pear,7,,5,June
25.5,1.9465,0.9851,0.5,pear,8,,5,June
27.3,1.9403,0.9851,0.5,pear,9,,5,June
29.6,1.9389,0.9851,0.5,pear,10,,5,June
31,1.9341,0.9851,0.5,pear,11,,5,June
33.4,1.93,0.9851,0.5,pear,12,,5,June
36.1,1.9275,0.9851,0.5,pear,13,,5,June
38.5,1.9248,0.9851,0.5,pear,14,,5,June
4.3,2.2026,0.9402,0.5,pear,1,,6,June
9.9,2.1811,0.9402,0.5,pear,2,,6,June
13.2,2.1792,0.9402,0.5,pear,3,,6,June
15,2.1683,0.9402,0.5,pear,4,,6,June
20.4,2.1549,0.9402,0.5,pear,5,,6,June
22.5,2.1514,0.9402,0.5,pear,6,,6,June
23.7,2.1453,0.9402,0.5,pear,7,,6,June
25.8,2.1393,0.9402,0.5,pear,8,,6,June
28.8,2.1311,0.9402,0.5,pear,9,,6,June
30.2,2.1293,0.9402,0.5,pear,10,,6,June
33.9,2.1195,0.9402,0.5,pear,11,,6,June
35.3,2.1168,0.9402,0.5,pear,12,,6,June
37.1,2.114,0.9402,0.5,pear,13,,6,June
3.8,2.4777,0.9831,0.5,pear,1,,7,June
8.5,2.4465,0.9831,0.5,pear,2,,7,June
9.4,2.4398,0.9831,0.5,pear,3,,7,June
12.5,2.4255,0.9831,0.5,pear,4,,7,June
15.7,2.4151,0.9831,0.5,pear,5,,7,June
20.6,2.399,0.9831,0.5,pear,6,,7,June
22.3,2.3953,0.9831,0.5,pear,7,,7,June
23.3,2.3894,0.9831,0.5,pear,8,,7,June
25.8,2.3826,0.9831,0.5,pear,9,,7,June
28.8,2.3734,0.9831,0.5,pear,10,,7,June
30.7,2.37,0.9831,0.5,pear,11,,7,June
33.9,2.3592,0.9831,0.5,pear,12,,7,June
35.1,2.3566,0.9831,0.5,pear,13,,7,June
37.3,2.3537,0.9831,0.5,pear,14,,7,June
1.1,2.2642,0.9842,0.4974,rim,1,,1,June
3.6,2.2544,0.9842,0.4974,rim,2,,1,June
5.3,2.2503,0.9842,0.4974,rim,3,,1,June
9.3,2.2393,0.9842,0.4974,rim,4,,1,June
12.6,2.2243,0.9842,0.4974,rim,5,,1,June
15.6,2.2146,0.9842,0.4974,rim,6,,1,June
18,2.2052,0.9842,0.4974,rim,7,,1,June
20.6,2.1914,0.9842,0.4974,rim,8,,1,June
23.8,2.175,0.9842,0.4974,rim,9,,1,June
25.2,2.1657,0.9842,0.4974,rim,10,,1,June
27.8,2.1475,0.9842,0.4974,rim,11,,1,June
1.3,2.1068,0.9899,0.4574,rim,1,,2,June
3.3,2.0997,0.9899,0.4574,rim,2,,2,June
5.9,2.0923,0.9899,0.4574,rim,3,,2,June
8.7,2.084,0.9899,0.4574,rim,4,,2,June
13.6,2.069,0.9899,0.4574,rim,5,,2,June
16.4,2.0614,0.9899,0.4574,rim,6,,2,June
19.8,2.0513,0.9899,0.4574,rim,7,,2,June
21.7,2.0422,0.9899,0.4574,rim,8,,2,June
25.2,2.024,0.9899,0.4574,rim,9,,2,June
27.2,2.0088,0.9899,0.4574,rim,10,,2,June
29,1.9898,0.9899,0.4574,rim,11,,2,June
3.2,2.192,0.935,0.5062,rim,1,,3,June
5.9,2.1829,0.935,0.5062,rim,2,,3,June
8.8,2.1725,0.935,0.5062,rim,3,,3,June
12.3,2.1608,0.935,0.5062,rim,4,,3,June
17.7,2.1392,0.935,0.5062,rim,5,,3,June
19.7,2.1298,0.935,0.5062,rim,6,,3,June
21,2.1195,0.935,0.5062,rim,7,,3,June
25.2,2.086,0.935,0.5062,rim,8,,3,June
28,2.0663,0.935,0.5062,rim,9,,3,June
30.4,2.0436,0.935,0.5062,rim,10,,3,June
0.6,1.5861,0.9199,0.226,rim,1,,4,June
2.2,1.5827,0.9199,0.226,rim,2,,4,June
5.4,1.5753,0.9199,0.226,rim,3,,4,June
8.5,1.5676,0.9199,0.226,rim,4,,4,June
14.7,1.5558,0.9199,0.226,rim,5,,4,June
17.4,1.5501,0.9199,0.226,rim,6,,4,June
20.1,1.5422,0.9199,0.226,rim,7,,4,June
22.2,1.5359,0.9199,0.226,rim,8,,4,June
25.5,1.5218,0.9199,0.226,rim,9,,4,June
27.2,1.5074,0.9199,0.226,rim,10,,4,June
29.7,1.4853,0.9199,0.226,rim,11,,4,June
1.8,1.8927,0.9955,0.3467,rim,1,,5,June
5.3,1.8833,0.9955,0.3467,rim,2,,5,June
9.8,1.8721,0.9955,0.3467,rim,3,,5,June
14.6,1.8588,0.9955,0.3467,rim,4,,5,June
18.2,1.8479,0.9955,0.3467,rim,5,,5,June
20.4,1.8397,0.9955,0.3467,rim,6,,5,June
22.2,1.8287,0.9955,0.3467,rim,7,,5,June
24.1,1.8189,0.9955,0.3467,rim,8,,5,June
26.3,1.8042,0.9955,0.3467,rim,9,,5,June
29.1,1.7753,0.9955,0.3467,rim,10,,5,June
0.8,2.3515,0.9531,0.5789,rim,1,,6,June
2.8,2.3359,0.9531,0.5789,rim,2,,6,June
5.6,2.3233,0.9531,0.5789,rim,3,,6,June
10.7,2.3048,0.9531,0.5789,rim,4,,6,June
14,2.2937,0.9531,0.5789,rim,5,,6,June
17.1,2.282,0.9531,0.5789,rim,6,,6,June
19.9,2.271,0.9531,0.5789,rim,7,,6,June
23.7,2.2537,0.9531,0.5789,rim,8,,6,June
27.2,2.2303,0.9531,0.5789,rim,9,,6,June
29,2.2172,0.9531,0.5789,rim,10,,6,June
32.7,2.1713,0.9531,0.5789,rim,11,,6,June
0.8,7.6868,5.6084,1.0126,pana,1,,1,June
3.3,7.6711,5.6084,1.0126,pana,2,,1,June
6.2,7.6476,5.6084,1.0126,pana,3,,1,June
9.3,7.6269,5.6084,1.0126,pana,4,,1,June
13.7,7.6073,5.6084,1.0126,pana,5,,1,June
20,7.58698,5.6084,1.0126,pana,6,,1,June
22.3,7.56666,5.6084,1.0126,pana,7,,1,June
24.5,7.54634,5.6084,1.0126,pana,8,,1,June
26,7.52602,5.6084,1.0126,pana,9,,1,June
1,3.8825,2.3095,0.7142,pana,1,,2,June
3,3.8753,2.3095,0.7142,pana,2,,2,June
5.6,3.8637,2.3095,0.7142,pana,3,,2,June
8.1,3.8551,2.3095,0.7142,pana,4,,2,June
12.1,3.8394,2.3095,0.7142,pana,5,,2,June
20.2,3.7973,2.3095,0.7142,pana,6,,2,June
22.4,3.7691,2.3095,0.7142,pana,7,,2,June
25.3,3.7213,2.3095,0.7142,pana,8,,2,June
27.9,3.6761,2.3095,0.7142,pana,9,,2,June
31.7,3.5973,2.3095,0.7142,pana,10,,2,June
0.8,4.0102,1.9894,0.9423,pana,1,,3,June
3.8,3.9972,1.9894,0.9423,pana,2,,3,June
5.9,3.9851,1.9894,0.9423,pana,3,,3,June
8.7,3.9723,1.9894,0.9423,pana,4,,3,June
14.6,3.9407,1.9894,0.9423,pana,5,,3,June
17.6,3.923,1.9894,0.9423,pana,6,,3,June
21.6,3.8864,1.9894,0.9423,pana,7,,3,June
23.9,3.8356,1.9894,0.9423,pana,8,,3,June
25.4,3.8056,1.9894,0.9423,pana,9,,3,June
27.3,3.7457,1.9894,0.9423,pana,10,,3,June
31.1,3.6614,1.9894,0.9423,pana,11,,3,June
1,5.5219,3.3369,0.993,pana,1,,4,June
4.6,5.4986,3.3369,0.993,pana,2,,4,June
7.5,5.4793,3.3369,0.993,pana,3,,4,June
10.3,5.4618,3.3369,0.993,pana,4,,4,June
17.8,5.407,3.3369,0.993,pana,5,,4,June
20.5,5.3865,3.3369,0.993,pana,6,,4,June
23.2,5.3428,3.3369,0.993,pana,7,,4,June
26.2,5.2606,3.3369,0.993,pana,8,,4,June
28.1,5.181,3.3369,0.993,pana,9,,4,June
29.7,5.1444,3.3369,0.993,pana,10,,4,June
2.8,2.498,0.9848,0.49066,eiz,1,,1,June
4.1,2.4903,0.9848,0.49066,eiz,2,,1,June
6,2.4812,0.9848,0.49066,eiz,3,,1,June
10.1,2.4428,0.9848,0.49066,eiz,4,,1,June
13.5,2.4235,0.9848,0.49066,eiz,5,,1,June
17.4,2.3953,0.9848,0.49066,eiz,6,,1,June
21,2.3562,0.9848,0.49066,eiz,7,,1,June
24.1,2.3146,0.9848,0.49066,eiz,8,,1,June
26.9,2.2534,0.9848,0.49066,eiz,9,,1,June
28.5,2.214,0.9848,0.49066,eiz,10,,1,June
29.6,2.1698,0.9848,0.49066,eiz,11,,1,June
1,2.3206,0.9363,0.458,eiz,1,,2,June
3,2.3087,0.9363,0.458,eiz,2,,2,June
8.5,2.2682,0.9363,0.458,eiz,3,,2,June
12.8,2.2421,0.9363,0.458,eiz,4,,2,June
15.5,2.2205,0.9363,0.458,eiz,5,,2,June
18.8,2.1925,0.9363,0.458,eiz,6,,2,June
21.6,2.1594,0.9363,0.458,eiz,7,,2,June
24.2,2.1231,0.9363,0.458,eiz,8,,2,June
26.3,2.0756,0.9363,0.458,eiz,9,,2,June
28.9,2.0356,0.9363,0.458,eiz,10,,2,June
29.3,2.0179,0.9363,0.458,eiz,11,,2,June
1.3,1.8127,0.9286,0.2935,eiz,1,,3,June
3,1.8086,0.9286,0.2935,eiz,2,,3,June
5.6,1.7974,0.9286,0.2935,eiz,3,,3,June
7.5,1.7909,0.9286,0.2935,eiz,4,,3,June
11.8,1.7735,0.9286,0.2935,eiz,5,,3,June
15.9,1.7545,0.9286,0.2935,eiz,6,,3,June
19.4,1.7361,0.9286,0.2935,eiz,7,,3,June
21.7,1.7152,0.9286,0.2935,eiz,8,,3,June
24.3,1.6866,0.9286,0.2935,eiz,9,,3,June
27.1,1.6633,0.9286,0.2935,eiz,10,,3,June
28.5,1.645,0.9286,0.2935,eiz,11,,3,June
1.2,2.0152,0.9253,0.3848,eiz,1,,4,June
3,2.0085,0.9253,0.3848,eiz,2,,4,June
6.1,1.9885,0.9253,0.3848,eiz,3,,4,June
8.9,1.9785,0.9253,0.3848,eiz,4,,4,June
11.4,1.9653,0.9253,0.3848,eiz,5,,4,June
16.1,1.9449,0.9253,0.3848,eiz,6,,4,June
20,1.921,0.9253,0.3848,eiz,7,,4,June
22.7,1.898,0.9253,0.3848,eiz,8,,4,June
25.7,1.8666,0.9253,0.3848,eiz,9,,4,June
28.3,1.8395,0.9253,0.3848,eiz,10,,4,June
29.6,1.8072,0.9253,0.3848,eiz,11,,4,June
1.7,7.6695,5.8122,0.8535,maish,1,,3,June
6.5,7.6495,5.8122,0.8535,maish,2,,3,June
7.6,7.6274,5.8122,0.8535,maish,3,,3,June
9.1,7.6133,5.8122,0.8535,maish,4,,3,June
10.5,7.5975,5.8122,0.8535,maish,5,,3,June
11.6,7.5819,5.8122,0.8535,maish,6,,3,June
13.6,7.5647,5.8122,0.8535,maish,7,,3,June
15.3,7.5261,5.8122,0.8535,maish,8,,3,June
17.1,7.4886,5.8122,0.8535,maish,9,,3,June
22.1,7.1975,5.8122,0.8535,maish,10,,3,June
31.7,7.0352,5.8122,0.8535,maish,11,,3,June
1.2,1.8697,0.9302,0.4032,maish,1,,2,June
7,1.8595,0.9302,0.4032,maish,2,,2,June
9.1,1.8531,0.9302,0.4032,maish,3,,2,June
10.8,1.8517,0.9302,0.4032,maish,4,,2,June
12.1,1.8479,0.9302,0.4032,maish,5,,2,June
13.2,1.8396,0.9302,0.4032,maish,6,,2,June
15.3,1.8309,0.9302,0.4032,maish,7,,2,June
17.3,1.8216,0.9302,0.4032,maish,8,,2,June
19.5,1.81,0.9302,0.4032,maish,9,,2,June
22.5,1.7897,0.9302,0.4032,maish,10,,2,June
23.6,1.7759,0.9302,0.4032,maish,11,,2,June
25.4,1.7449,0.9302,0.4032,maish,12,,2,June
31.2,1.6857,0.9302,0.4032,maish,13,,2,June
1.8,1.5072,0.9394,0.2483,maish,1,,1,June
5.5,1.5038,0.9394,0.2483,maish,2,,1,June
7.5,1.5017,0.9394,0.2483,maish,3,,1,June
8.4,1.4988,0.9394,0.2483,maish,4,,1,June
10,1.496,0.9394,0.2483,maish,5,,1,June
11.8,1.4926,0.9394,0.2483,maish,6,,1,June
13.3,1.4888,0.9394,0.2483,maish,7,,1,June
15.1,1.4827,0.9394,0.2483,maish,8,,1,June
17,1.4803,0.9394,0.2483,maish,9,,1,June
19.8,1.4702,0.9394,0.2483,maish,10,,1,June
21.5,1.4642,0.9394,0.2483,maish,11,,1,June
24.3,1.4445,0.9394,0.2483,maish,12,,1,June
28.6,1.4173,0.9394,0.2483,maish,13,,1,June
31.8,1.3962,0.9394,0.2483,maish,14,,1,June
1,1.891,0.9596,0.4201,maish,1,,4,June
4.4,1.8843,0.9596,0.4201,maish,2,,4,June
6.5,1.8792,0.9596,0.4201,maish,3,,4,June
9.1,1.8734,0.9596,0.4201,maish,4,,4,June
11.1,1.8692,0.9596,0.4201,maish,5,,4,June
13.5,1.8612,0.9596,0.4201,maish,6,,4,June
15.3,1.8548,0.9596,0.4201,maish,7,,4,June
17.5,1.8473,0.9596,0.4201,maish,8,,4,June
19.7,1.8396,0.9596,0.4201,maish,9,,4,June
21.4,1.8289,0.9596,0.4201,maish,10,,4,June
24.3,1.8072,0.9596,0.4201,maish,11,,4,June
25.8,1.7764,0.9596,0.4201,maish,12,,4,June
1.4,6.7994,5.5691,0.5613,maish,1,,5,June
6.3,6.7915,5.5691,0.5613,maish,2,,5,June
9,6.7871,5.5691,0.5613,maish,3,,5,June
11,6.7776,5.5691,0.5613,maish,4,,5,June
13.6,6.7667,5.5691,0.5613,maish,5,,5,June
15.8,6.7581,5.5691,0.5613,maish,6,,5,June
19.2,6.7467,5.5691,0.5613,maish,7,,5,June
20.6,6.7307,5.5691,0.5613,maish,8,,5,June
22.2,6.7179,5.5691,0.5613,maish,9,,5,June
23.3,6.7028,5.5691,0.5613,maish,10,,5,June
27.1,6.6616,5.5691,0.5613,maish,11,,5,June
26.8,6.6216,5.5691,0.5613,maish,12,,5,June
1,2.85,0.9121,0.7193,lego,1,,1,June
1.5,2.8433,0.9121,0.7193,lego,2,,1,June
